Support Data Version,UUID,Date Reported,HPICSM InstallDate,HPICSM Version,HPIC   Version,XP Count,P9000 Count,EVA Count,P2000 Count,P4000 Count,MSA Count,Cluster Count,Hosts Count,Datastores Count,VMs Count,Disk Count,3PAR Count,HPICSM Build,vCenter Count,vCenter Versions,ESX Versions (unique),Installed Module,StoreOnce Count,Initial Populate Time,Average Refresh Time,Create DS Count,Create DS Avg Time,Create DS Max Time,Create VM Count,Create VM Avg Time,Create VM Max Time,Clone VM Count,Clone VM Avg Time,Clone VM Max Time,Expand DS Count,Expand DS Avg Time,Expand DS Max Time,Delete DS Count,Delete DS Avg Time,Delete DS Max Time,Delete Vol Count,Delete Vol Avg Time,Delete Vol Max Time,Delete VM Count,Delete VM Avg Time,Delete VM Max Time,Monitor Header Count,Monitor Header Time,Monitor Footer Count,Monitor Footer Time,Header Health Count,Header Tasks Count,Actions Create DS Count,Actions Create VM Count,Actions Clone VM Count,Header Product Version Count,Header Host Properties Count,Header Comm Status Count,Header SAP Count,Header VASA URL Count,Header Reload Page Count,Header Refresh Cache,Host Monitor GS Count,Host Monitor GS Time,Host Monitor NewsFeed Count,Host Monitor NewsFeed Time,Host Monitor Health Count,Host Monitor Health Time,Host Monitor Tasks Count,Host Monitor Tasks Time,VM Monitor GS Count,VM Monitor GS Time,VM Monitor NewsFeed Count,VM Monitor NewsFeed Time,VM Monitor Health Count,VM Monitor Health Time,VM Monitor Tasks Count,VM Monitor Tasks Time,DS Monitor GS Count,DS Monitor GS Time,DS Monitor NewsFeed Count,DS Monitor NewsFeed Time,DS Monitor Health Count,DS Monitor Health Time,DS Monitor Tasks Count,DS Monitor Tasks Time,Cluster Monitor GS Count,Cluster Monitor GS Time,Cluster Monitor NewsFeed Count,Cluster Monitor NewsFeed Time,Cluster Monitor Health Count,Cluster Monitor Health Time,Cluster Monitor Tasks Count,Cluster Monitor Tasks Time,Host Manage GS Count,Host Manage GS Time,Host Manage Overview Count,Host Manage Overview Time,Host Manage Host Count,Host Manage Host Time,Host Manage Networking Count,Host Manage Networking Time,Host Manage Infrastructure Count,Host Manage Infrastructure Time,Host Manage FullSummary Count,Host Manage FullSummary Time,Host Manage BriefSummary Count,Host Manage BriefSummary Time,Host Manage Storage Count,Host Manage Storage Time,Host Manage SwFw Count,Host Manage SwFw Time,Host Manage StorageSummary Count,Host Manage StorageSummary Time,Host Manage StorageSVols Count,Host Manage StorageSVols Time,Host Manage StorageVDisks Count,Host Manage StorageVDisks Time,Host Manage StorageHBAs Count,Host Manage StorageHBAs Time,Host Manage StoragePaths Count,Host Manage StoragePaths Time,Host Manage StorageReplications Count,Host Manage StorageReplications Time,Host Manage StorageVM2Volumes Count,Host Manage StorageVM2Volumes Time,VM Manage GS Count,VM Manage GS Time,VM Manage Overview Count,VM Manage Overview Time,VM Manage Storage Count,VM Manage Storage Time,VM Manage SwFw Count,VM Manage SwFw Time,VM Manage StorageSummary Count,VM Manage StorageSummary Time,VM Manage StorageSVols Count,VM Manage StorageSVols Time,VM Manage StorageVDisks Count,VM Manage StorageVDisks Time,VM Manage StorageHBAs Count,VM Manage StorageHBAs Time,VM Manage StoragePaths Count,VM Manage StoragePaths Time,VM Manage StorageReplications Count,VM Manage StorageReplications Time,VM Manage StorageVM2Volumes Count,VM Manage StorageVM2Volumes Time,DS Manage GS Count,DS Manage GS Time,DS Manage Overview Count,DS Manage Overview Time,DS Manage Storage Count,DS Manage Storage Time,DS Manage SwFw Count,DS Manage SwFw Time,DS Manage StorageSummary Count,DS Manage StorageSummary Time,DS Manage StorageSVols Count,DS Manage StorageSVols Time,DS Manage StorageVDisks Count,DS Manage StorageVDisks Time,DS Manage StorageHBAs Count,DS Manage StorageHBAs Time,DS Manage StoragePaths Count,DS Manage StoragePaths Time,DS Manage StorageReplications Count,DS Manage StorageReplications Time,DS Manage StorageVM2Volumes Count,DS Manage StorageVM2Volumes Time,Cluster Manage GS Count,Cluster Manage GS Time,Cluster Manage Overview Count,Cluster Manage Overview Time,Cluster Manage Cluster Count,Cluster Manage Cluster Time,Cluster Manage Storage Count,Cluster Manage Storage Time,Cluster Manage SwFw Count,Cluster Manage SwFw Time,Cluster Manage Infrastructure Count,Cluster Manage Infrastructure Time,Cluster Manage StorageSummary Count,Cluster Manage StorageSummary Time,Cluster Manage StorageSVols Count,Cluster Manage StorageSVols Time,Cluster Manage StorageVDisks Count,Cluster Manage StorageVDisks Time,Cluster Manage StorageHBAs Count,Cluster Manage StorageHBAs Time,Cluster Manage StoragePaths Count,Cluster Manage StoragePaths Time,Cluster Manage StorageReplications Count,Cluster Manage StorageReplications Time,Cluster Manage StorageVM2Volumes Count,Cluster Manage StorageVM2Volumes Time,Create DS SuccessCount,Create VM SuccessCount,Clone VM SuccessCount,Expand DS SuccessCount,Delete DS SuccessCount,Create Vol SuccessCount,Delete Vm SuccessCount,Create DS FailureCount,Create VM FailureCount,Clone VM FailureCount,Expand DS FailureCount,Delete DS FailureCount,Create Vol FailureCount,Delete Vm FailureCount,VASA Registration Count,DAM All StorageCount,DAM All StorageTime,DAM System SummaryCount,DAM System SummaryTime,DAM Storage SummaryCount,DAM Storage SummaryTime,DAM System OverviewCount,DAM System OverviewTime,DAM HealthCount,DAM HealthTime,DAM LaunchLinksCount,DAM LaunchLinksTime,Servers,iLos,OAs,VCMs
3,6C8C5E18-FFAD-7D6C-664E-484F773BF309,7/4/2013 15:21,7/1/2013 2:00,3.2.1.12,3.2.1.12,,,,,,,2,7,14,38,,,12,1,VirtualCenter 5.1,"VMware ESX 4.1.0 Build-582267, VMware ESXi 5.1.0 Build-1065491, VMware ESXi 5.1.0 Build-1117900",Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0
2,EFD14EC1-08F5-3E60-1255-D30B992152CE,7/4/2013 15:21,6/20/2012 7:34,3.0.0.0,3.0.0.0,0,0,0,1,1,0,1,3,,32,57,0,212,1,VirtualCenter 5.0,VMware ESXi 5.0.0 Build-721882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E5036204-AEFF-716A-BA83-203AA83FDEDE,7/4/2013 15:21,12/11/2012 0:31,3.1.1.0,3.1.1.0,0,0,0,1,0,0,1,2,,7,4,0,250,1,VirtualCenter 5.1,VMware ESXi 5.1.0 build-799733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7CA8ADB9-CC2D-FE65-4C4D-45BF459668BB,7/4/2013 15:21,3/9/2013 6:08,3.1.2.0,3.1.2.0,0,0,1,0,0,0,1,7,,65,21,0,299,1,VirtualCenter 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,158625B6-C183-8466-9D8C-E6882CE1FE19,7/4/2013 15:21,12/20/2012 7:54,3.1.1.0,3.1.1.0,0,0,0,0,0,0,1,5,,17,19,0,250,1,VirtualCenter 5.0,"VMware ESXi 5.0.0 build-721882, VMware ESXi 5.0.0 build-768111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,7/4/2013 15:21,3/30/2013 8:09,3.1.2.0,3.1.2.0,0,0,0,0,0,0,0,0,,0,0,0,299,1,HostAgent 5.1,VMware ESXi 5.1.0 build-799733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3D23743E-8D39-CA69-4A8B-10B524D5760B,7/4/2013 15:21,5/31/2013 6:02,3.2.0.23,3.2.0.23,0,0,1,0,0,0,2,13,36,144,0,0,23,1,VirtualCenter 5.1,"VMware ESXi 5.1.0 build-1065491, VMware ESXi 5.1.0 build-911593, VMware ESXi 5.1.0 build-799733","Server, Storage",0,7454947,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,1,3867,0,0,1,106,3,41,3,42,3,31,3,162,3,131,3,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,491A9C5F-A79E-B761-BE81-8D31F209F000,7/4/2013 15:21,11/23/2012 0:03,3.1.0.0,3.1.0.0,0,0,3,0,0,0,5,17,,116,198,0,201,1,VirtualCenter 5.1,"VMware ESX 4.1.0 build-348481, VMware ESXi 5.1.0 build-1117900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ADC38961-68EC-8266-684B-1F15BA6D0BCC,7/4/2013 15:21,3/15/2012 1:16,2.3.0.0,2.3.1.4,0,0,0,1,0,0,1,2,,60,19,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23F40F55-80E2-E363-F780-67E141A747FC,7/4/2013 15:21,9/10/2012 6:35,3.0.0.0,3.0.0.0,0,0,0,0,0,1,1,2,,12,4,0,212,1,VirtualCenter 4.1,VMware ESX 4.1.0 build-260247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,46F8BC7E-1ABA-3E63-EFA9-71DDDBA7370C,7/4/2013 15:21,8/21/2012 8:51,3.0.0.0,3.0.0.0,0,0,0,0,0,0,3,3,,32,8,0,212,1,VirtualCenter 4.1,"VMware ESXi 4.1.0 build-502767, VMware ESX 4.1.0 build-800380, VMware ESX 4.1.0 build-348481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,96FB227D-CAA0-1063-344B-1D91051E4A82,7/4/2013 15:21,5/21/2013 4:49,3.2.0.23,3.2.0.23,0,0,0,0,0,0,1,3,11,45,0,0,23,1,VirtualCenter 5.1,VMware ESXi 5.1.0 build-1117900,"Server, Storage",0,4666159,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1911,382,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1424,0,0,0,0,0,0,4,1904,0,0,0,0,0,0,4,40,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,1,74,1349,28,0,0,0,25,0,0,1,67,1,25,1,23,0,0,0,0,0,0,0,0,0,0,22,22,2298,16,2298,35,21,19,0,0,21,20,21,26,21,25,21,15,0,0,0,0,4,31,1877,37,1657,47,2,21,2,28,1,1,3,30,2,19,3,20,0,0,0,0,0,0,0,0,209,20,0,0,209,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2,,7/4/2013 15:21,11/19/2012 16:09,3.1.0.0,3.1.0.0,0,0,1,0,0,0,0,0,,0,0,0,201,1,VirtualCenter 5.0,"VMware ESXi 5.0.0 build-623860, VMware ESX 4.1.0 build-502767, VMware ESX 4.1.0 build-348481, VMware ESXi 5.0.0 build-914586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3C6E42E1-5A8D-2E6A-9340-0431C42E2F17,7/4/2013 15:21,3/8/2013 13:20,3.2.1.12,3.2.1.12,0,0,0,0,0,0,1,2,3,6,3,0,12,1,VirtualCenter 5.1,VMware ESXi 5.1.0 build-799733,"Server, Storage",0,372839,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3,7254724F-AA59-E06D-F748-F8242C20B581,7/4/2013 15:21,6/25/2013 2:50,3.2.1.12,3.2.1.12,,,,,,,2,8,31,45,,,12,1,VirtualCenter 5.1,VMware ESXi 5.1.0 build-1117900,Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,1,1
1,3C38E279-C26A-8F68-F38C-599EF2530749,7/4/2013 15:21,4/20/2012 6:36,2.3.0.0,2.3.1.4,0,0,0,0,0,0,1,3,,23,12,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,307E8D92-7724-A967-4857-A93100D4602B,7/4/2013 15:21,5/21/2013 12:22,3.1.2.0,3.1.2.0,0,0,1,0,0,0,1,2,,7,6,1,299,1,VirtualCenter 5.1,VMware ESXi 5.1.0 build-799733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,04D62DBC-D0EB-5769-FD56-89C19138B734,7/4/2013 15:21,6/11/2013 12:39,3.2.0.23,3.2.0.23,,,,,,,1,3,7,68,,,23,1,VirtualCenter 5.1,VMware ESXi 5.1.0 build-799733,Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0
2,F9D4B01F-9DB2-6266-8F5F-14CA1B0121EA,7/4/2013 15:21,11/27/2012 8:15,3.1.0.0,3.1.0.0,0,0,0,0,0,0,2,15,,273,723,0,201,1,VirtualCenter 5.1,VMware ESXi 5.1.0 build-1065491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,F1097D8B-377C-BC67-6E48-A0F9FD99C982,7/4/2013 15:21,1/2/2013 4:26,3.1.1.0,3.1.1.0,0,0,0,0,1,0,1,3,,24,39,0,250,1,VirtualCenter 4.1,VMware ESXi 4.1.0 build-582267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7F4E6B30-8D58-1066-8A49-73DB80042CCD,7/4/2013 15:21,6/6/2012 11:49,3.0.0.0,3.0.0.0,0,0,0,0,1,0,4,9,,55,28,0,212,1,VirtualCenter 5.1,"VMware ESXi 5.0.0 build-504890, VMware ESXi 5.0.0 build-623860",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BD9A7C91-669B-BD67-D053-B75F9B176BA7,7/4/2013 15:21,7/1/2013 5:47,3.2.1.12,3.2.1.12,0,0,0,0,1,0,2,5,14,89,28,0,12,1,VirtualCenter 5.1,"VMware ESXi 5.0.0 build-515841, VMware ESXi 5.0.0 build-504890, VMware ESXi 5.1.0 build-1117900","Server, Storage",0,273847,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
3,ADAA98C5-CF0D-B36D-3AAB-EA83A3457890,7/4/2013 15:21,6/14/2013 1:22,3.2.0.23,3.2.0.23,0,0,1,0,0,0,0,2,4,4,0,0,23,1,VirtualCenter 5.1,VMware ESXi 5.1.0 build-1117900,"Server, Storage",0,873573,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2,A10726E4-D3DC-4E68-7048-A789D0BE665D,7/4/2013 15:21,4/2/2013 5:59,3.1.2.0,3.1.2.0,0,0,2,0,0,0,1,10,,151,51,0,299,1,VirtualCenter 5.0,"VMware ESXi 5.0.0 build-821926, VMware ESX 4.0.0 build-208167, VMware ESX 4.0.0 build-244038, VMware ESXi 4.1.0 build-260247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,98FAE037-20F7-BA6D-75AF-0EF49C853AEF,7/4/2013 15:21,7/1/2013 6:14,3.1.2.0,3.1.2.0,0,0,0,1,0,0,0,3,,5,6,0,299,1,VirtualCenter 5.1,"VMware ESXi 5.1.0 build-838463, VMware ESXi 5.1.0 build-1117900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5CA9A782-3767-1962-0AAE-84170F3ACEC4,7/4/2013 15:21,11/7/2011 11:12,2.3.0.0,2.3.1.4,0,0,1,0,0,0,1,2,,7,5,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,AAF5A624-1945-6360-EF80-732FD01CB8D4,7/4/2013 15:21,8/16/2012 7:14,3.0.0.0,3.0.0.0,0,0,0,0,0,0,2,14,,201,178,0,212,1,VirtualCenter 5.0,"VMware ESXi 5.0.0 build-914586, VMware ESXi 5.0.0 build-623860, VMware ESX 4.0.0 build-208167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2B132638-61C4-706E-EB81-580845372E8C,7/4/2013 15:21,6/13/2012 6:40,3.0.0.0,3.0.0.0,0,0,2,0,0,0,3,14,,422,368,0,212,1,VirtualCenter 5.1,"VMware ESXi 4.1.0 build-582267, VMware ESXi 4.1.0 build-260247, VMware ESXi 5.1.0 build-799733, VMware ESXi 5.0.0 build-623860, VMware ESXi 5.1.0 build-1065491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,EFF94E58-EA46-F662-89AB-C308A9C5C120,7/4/2013 15:21,6/15/2012 8:18,3.0.0.0,3.0.0.0,0,0,0,0,0,0,1,2,,9,10,0,212,1,VirtualCenter 5.0,VMware ESXi 5.0.0 build-768111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
